Total Records Added 3457 
#.,ID
0,488023378
1,488022775
2,488022027
3,488021675
4,488021283
5,488020542
6,488020325
7,488019772
8,488018589
9,488018507
10,488018091
11,488017584
12,488016977
13,487987205
14,487986549
15,113130
16,115615
17,487985859
18,487985062
19,112569
20,112403
21,104512
22,104485
23,59115
24,487953810
25,59076
26,487953343
27,104192
28,58975
29,103289
30,107451
31,102990
32,58583
33,100877
34,100772
35,55909
36,55768
37,91379
38,91224
39,83400
40,90848
41,73510
42,82093
43,81716
44,71399
45,51588
46,51356
47,51094
48,50741
49,283293
50,364948
51,364647
52,364373
53,171507
54,171403
55,170966
56,170822
57,214192
58,152659
59,486580041
60,486578446
61,486577551
62,486576653
63,486529882
64,486526696
65,192686
66,192253
67,192097
68,486507654
69,486506981
70,486506250
71,486504912
72,185109
73,125926
74,486487308
75,125507
76,129610
77,129489
78,129401
79,183581
80,486480012
81,486467330
82,486466703
83,486428563
84,486427847
85,486426979
86,486426202
87,114665
88,166670
89,166521
90,114013
91,486407026
92,486397010
93,486393357
94,110133
95,110058
96,159861
97,111181
98,486374638
99,486373662
100,93592
101,96070
102,137029
103,136598
104,136364
105,136325
106,136108
107,91954
108,486315688
109,486315111
110,486314261
111,486313615
112,133963
113,90462
114,133446
115,486310029
116,133075
117,486309229
118,133006
119,132789
120,132577
121,486307676
122,132320
123,486306170
124,486300273
125,486299739
126,486299269
127,486298846
128,85507
129,85302
130,126624
131,486286679
132,125291
133,486286129
134,486285692
135,486285187
136,83328
137,486283154
138,83028
139,486282464
140,486282385
141,123610
142,486281794
143,87659
144,486281038
145,82526
146,87506
147,87434
148,486257189
149,486256589
150,486255988
151,486255057
152,486247664
153,486246531
154,80482
155,486245791
156,486245542
157,486245267
158,486244841
159,486244731
160,486244300
161,110924
162,486243644
163,79922
164,486243101
165,486233943
166,486232852
167,486232234
168,70213
169,77243
170,486231308
171,70028
172,486230638
173,77042
174,106156
175,105665
176,76187
177,104298
178,68226
179,67994
180,486221891
181,486221483
182,486221023
183,486220624
184,73466
185,72980
186,486204635
187,486204255
188,97114
189,486203857
190,96939
191,486203322
192,62695
193,71029
194,93423
195,93168
196,92960
197,92707
198,486179189
199,486177772
200,486176796
201,486175643
202,56670
203,65056
204,86916
205,86800
206,64934
207,56354
208,64847
209,86501
210,64655
211,55951
212,85881
213,85647
214,64200
215,85503
216,55519
217,85258
218,80547
219,80422
220,52489
221,60600
222,77608
223,50807
224,58734
225,76743
226,58421
227,486125994
228,486125319
229,486124673
230,486124030
231,70381
232,54065
233,46430
234,46367
235,486087798
236,486076585
237,486076089
238,486075662
239,486075123
240,486055585
241,486054730
242,486054142
243,486053142
244,486005784
245,486005120
246,486004442
247,486003808
248,26386
249,25957
250,485162259
251,485160918
252,10727686
253,11571704
254,10727397
255,11571079
256,11566343
257,10723190
258,9836003
259,11565163
260,11563709
261,9834036
262,484658230
263,484657570
264,10714128
265,484656057
266,10714022
267,11554262
268,10713882
269,10713764
270,484654436
271,11553869
272,11548333
273,11548077
274,9824755
275,10709069
276,10708676
277,11546934
278,10708328
279,9824040
280,9823974
281,11546529
282,9823870
283,484623971
284,10707962
285,484621015
286,484620165
287,11543784
288,10705879
289,10703677
290,11538239
291,11538010
292,10701419
293,484590504
294,10701321
295,10698462
296,10698164
297,9815118
298,9814995
299,10697376
300,11532211
301,11531927
302,10696203
303,11530977
304,10695949
305,10695796
306,11529099
307,484543970
308,484543356
309,484542759
310,10691341
311,10691287
312,11524474
313,11524025
314,9809209
315,11522759
316,484530314
317,11521130
318,11520977
319,10688385
320,11520861
321,11520734
322,10688229
323,10688145
324,484521684
325,484521218
326,484520848
327,484520470
328,11518896
329,11518750
330,11518524
331,11518294
332,484516340
333,484515514
334,484514804
335,484514097
336,484512455
337,484511627
338,484509603
339,484509192
340,484508718
341,484508282
342,10684104
343,10683961
344,9803313
345,10682558
346,11514078
347,10682359
348,9802014
349,10682216
350,10682136
351,9801720
352,11513335
353,11512935
354,10680624
355,9800332
356,484490321
357,484489968
358,484489852
359,484489399
360,9800063
361,484489369
362,484488911
363,484488796
364,484488317
365,484484962
366,484484623
367,484484204
368,484483697
369,484483553
370,10678104
371,11509183
372,10677614
373,484478773
374,484478014
375,484477310
376,484476651
377,11507703
378,11507586
379,10676161
380,10676020
381,10675903
382,484468023
383,484467492
384,484466942
385,484466354
386,10674172
387,11505242
388,9794922
389,10673850
390,484459934
391,11504161
392,9794044
393,11503938
394,10672738
395,9792198
396,9791953
397,9791768
398,484446295
399,11500747
400,484444924
401,484444179
402,484440964
403,484440337
404,484439571
405,484438721
406,484435136
407,11498097
408,484434573
409,484434101
410,484433557
411,10666967
412,10666869
413,10666766
414,484423419
415,484422587
416,484421918
417,484421026
418,484406040
419,484405575
420,484405194
421,484404663
422,11488558
423,11488423
424,11488301
425,11488162
426,9777528
427,9777452
428,10653128
429,9776192
430,484324246
431,484322322
432,484321401
433,484320408
434,484319488
435,10631612
436,10631504
437,10631418
438,10631306
439,484239748
440,484239037
441,484238179
442,484237217
443,10617181
444,9745793
445,484181970
446,484181197
447,484180366
448,484179676
449,10669505
450,480849117
451,9533754
452,10350972
453,9531735
454,10349215
455,8719879
456,8719624
457,10320674
458,8696036
459,9504368
460,10320195
461,479750536
462,479749905
463,479749044
464,479707566
465,8672945
466,8672905
467,8672771
468,10291771
469,10291620
470,9477680
471,10291173
472,479657228
473,479656858
474,479656477
475,479656125
476,8665704
477,8665593
478,9469622
479,10282921
480,479646094
481,10279027
482,9465643
483,9465325
484,9464672
485,9464410
486,9464279
487,479630856
488,8660770
489,9463962
490,10277011
491,8660351
492,479618728
493,479616013
494,10271327
495,9458063
496,9458060
497,10271030
498,8655610
499,8655415
500,10270508
501,9457412
502,9457289
503,9456688
504,9456530
505,10268994
506,479589744
507,479589222
508,479588753
509,479588315
510,9451944
511,9451857
512,9451773
513,9451682
514,479573902
515,479573426
516,479572903
517,479572330
518,8648588
519,10262168
520,8648206
521,479567659
522,8647923
523,479567628
524,479567012
525,479566601
526,479566361
527,10261184
528,9448581
529,479565277
530,479563686
531,8647066
532,9447804
533,479561051
534,8646650
535,479560310
536,479559638
537,479558971
538,10258114
539,8644963
540,9445585
541,10257884
542,10257731
543,10257527
544,8642938
545,9443173
546,9443055
547,10255022
548,9439605
549,10251447
550,8639276
551,10250877
552,8638956
553,8638200
554,8638060
555,8637907
556,10249340
557,9436306
558,9436062
559,9435703
560,9435444
561,479493302
562,479492601
563,479492402
564,479492023
565,479491764
566,479491533
567,479490985
568,479489816
569,8631334
570,8631244
571,10241243
572,10241129
573,8629247
574,10238720
575,10238606
576,8628909
577,479471000
578,479470143
579,479467144
580,479466642
581,479466228
582,10235762
583,8626501
584,8626412
585,8626340
586,9424283
587,8626226
588,9424151
589,10234994
590,10231819
591,10231483
592,10231359
593,10231002
594,9420061
595,479444102
596,479443423
597,479442402
598,479441824
599,8619452
600,10226786
601,9416089
602,479426442
603,10226584
604,10226500
605,479421662
606,479421010
607,479420714
608,479419902
609,479419638
610,479418457
611,479415335
612,479413815
613,479413395
614,479413017
615,479412629
616,10209417
617,10209253
618,8604886
619,10208941
620,479348134
621,479347211
622,479345776
623,479332366
624,479330474
625,479329495
626,479316605
627,479315951
628,479315268
629,479314578
630,9391242
631,10200038
632,10199914
633,10199778
634,479309295
635,479308561
636,479308016
637,479307523
638,479226222
639,479225491
640,479224027
641,479222695
642,479032101
643,479031425
644,479030162
645,479029548
646,9896828
647,9083305
648,477995332
649,9060452
650,9855343
651,8301267
652,9060083
653,8300455
654,477936619
655,9852840
656,477935964
657,477935257
658,9852486
659,477934222
660,9057599
661,9054790
662,9053554
663,9847876
664,9845199
665,8292834
666,9050586
667,8292546
668,8292368
669,9050127
670,8292235
671,9844119
672,9049868
673,9049538
674,9843553
675,8291445
676,477879531
677,477878725
678,477877359
679,477866707
680,9040690
681,9833803
682,477852620
683,9040173
684,8283002
685,8282005
686,8281796
687,8281650
688,9831532
689,477842928
690,477842279
691,9036203
692,8279530
693,8279447
694,8279314
695,9827676
696,8278210
697,9827225
698,9827213
699,9034094
700,9826820
701,9826651
702,8277249
703,9826226
704,8277065
705,477819712
706,477819091
707,477819000
708,9032977
709,477818596
710,477818537
711,477818180
712,8276710
713,477818077
714,477817628
715,8276535
716,9825386
717,9032286
718,8275919
719,9824381
720,9823107
721,8274463
722,8274331
723,9822684
724,9822193
725,9029086
726,9028773
727,8272776
728,477789690
729,9026460
730,477788994
731,9026315
732,477787873
733,477787811
734,9818333
735,477787559
736,9025948
737,477787099
738,9818141
739,477786665
740,9025796
741,8270180
742,9817898
743,9025527
744,8270074
745,477784828
746,477784620
747,477784009
748,477783898
749,9817266
750,477783239
751,9817093
752,477782394
753,9816937
754,8269294
755,9816754
756,8269215
757,8269095
758,9816575
759,8269010
760,9024301
761,477779616
762,477779016
763,477778519
764,477778066
765,8266713
766,9021774
767,9813616
768,9021531
769,477766990
770,477766421
771,477765754
772,9025815
773,9020773
